Suburb,Rooms,Type,Price,Method,Real estate,Distance,Bathroom,Car,Land size,Building area,Year built,Council area,Lattitude,Longtitude,Region name,Property count,Year Sold,Month Sold
Kew,4,h,2460000.0,S,Marshall,5.6,4.0,2.0,737.0,293.0,1910.0,Boroondara,-37.8042,145.0291,Southern Metropolitan,10331.0,2016,9
Ashburton,3,t,2050000.0,S,Fletchers,11.0,3.0,4.0,310.0,315.0,2014.0,Boroondara,-37.874,145.0714,Southern Metropolitan,3052.0,2016,3
Craigieburn,3,t,420000.0,S,Ray,20.6,2.0,2.0,219.0,175.0,2010.0,Hume,-37.57243,144.92663000000005,Northern Metropolitan,15510.0,2017,5
Glenroy,4,t,608000.0,S,Raine,13.0,2.0,1.0,252.0,150.0,2014.0,Moreland,-37.7006,144.9299,Northern Metropolitan,8870.0,2016,9
Brunswick,4,h,1790000.0,S,Ray,5.2,1.0,1.0,416.0,129.0,1920.0,Moreland,-37.7737,144.965,Northern Metropolitan,11918.0,2016,6
Donvale,3,t,920000.0,S,Barry,16.1,2.0,2.0,239.0,187.0,2007.0,Manningham,-37.77323,145.18028999999999,Eastern Metropolitan,4790.0,2017,7
Richmond,3,h,1465000.0,S,Biggin,2.6,2.0,2.0,233.0,170.0,1993.0,Yarra,-37.8122,144.9937,Northern Metropolitan,14949.0,2016,12
Glen Iris,1,u,330000.0,SP,Thomson,7.3,1.0,1.0,0.0,44.0,1960.0,Stonnington,-37.85702,145.04801,Southern Metropolitan,10412.0,2017,8
South Yarra,3,h,1125000.0,PI,Thomson,3.3,1.0,0.0,146.0,89.0,1910.0,Stonnington,-37.8454,144.9888,Southern Metropolitan,14887.0,2016,9
Ringwood East,4,h,910000.0,S,Fletchers,21.3,1.0,2.0,669.0,179.0,1965.0,Maroondah,-37.816559999999996,145.24247,Eastern Metropolitan,4407.0,2017,3
Essendon,1,u,310000.0,SP,Brad,8.0,1.0,1.0,845.0,45.0,1977.0,Moonee Valley,-37.7469,144.9206,Western Metropolitan,9264.0,2017,5
Ashburton,5,h,2752000.0,S,Jellis,11.0,4.0,2.0,1075.0,390.0,2010.0,Boroondara,-37.8714,145.07299999999995,Southern Metropolitan,3052.0,2016,8
Pascoe Vale,2,t,510000.0,S,D'Aprano,9.9,1.0,1.0,110.0,91.0,2013.0,Moreland,-37.7282,144.928,Northern Metropolitan,7485.0,2016,9
Heidelberg West,2,h,613000.0,S,Barry,9.4,1.0,0.0,391.0,74.0,1960.0,Banyule,-37.7349,145.0398,Eastern Metropolitan,2674.0,2017,5
Elsternwick,3,h,1625000.0,S,Biggin,8.5,2.0,2.0,447.0,181.0,1920.0,Glen Eira,-37.8912,145.0138,Southern Metropolitan,4898.0,2016,3
Balwyn,5,h,3812000.0,S,VICProp,7.9,4.0,2.0,729.0,1.0,2012.0,Boroondara,-37.806,145.09511,Southern Metropolitan,5682.0,2017,7
Box Hill,3,t,750000.0,S,Jellis,13.1,2.0,1.0,150.0,3.0,2000.0,Whitehorse,-37.8287,145.1319,Eastern Metropolitan,4605.0,2016,10
Spotswood,3,h,1100000.0,SP,Greg,7.7,1.0,0.0,305.0,115.0,1900.0,Hobsons Bay,-37.8312,144.8893,Western Metropolitan,1223.0,2017,5
Bentleigh,3,h,1125000.0,S,hockingstuart,13.0,1.0,2.0,584.0,116.0,1948.0,Glen Eira,-37.9199,145.0477,Southern Metropolitan,6795.0,2016,8
Brunswick,2,u,600000.0,S,Nelson,5.2,1.0,1.0,0.0,75.0,2011.0,Moreland,-37.777,144.9703,Northern Metropolitan,11918.0,2016,7
Donvale,2,t,630000.0,PI,Sell,16.1,1.0,1.0,196.0,100.0,2000.0,Manningham,-37.80103,145.17844,Eastern Metropolitan,4790.0,2017,8
Brunswick,4,h,1755000.0,S,Jellis,5.2,2.0,1.0,354.0,199.0,1910.0,Moreland,-37.7745,144.9523,Northern Metropolitan,11918.0,2016,8
Ivanhoe East,3,h,2525000.0,VB,Miles,7.8,2.0,1.0,805.0,261.0,1930.0,Banyule,-37.7714,145.05963,Eastern Metropolitan,1554.0,2017,3
Brighton East,5,h,2550000.0,PI,RT,10.7,3.0,2.0,551.0,346.0,2016.0,Bayside,-37.9176,145.009,Southern Metropolitan,6938.0,2016,10
Richmond,2,u,680000.0,S,Jellis,2.6,1.0,1.0,0.0,52.0,2012.0,Yarra,-37.823,144.9982,Northern Metropolitan,14949.0,2016,10
Thornbury,2,u,493000.0,S,Woodards,7.0,1.0,1.0,0.0,65.0,1970.0,Darebin,-37.75257,145.00279,Northern Metropolitan,8870.0,2017,3
Altona,2,u,425000.0,S,hockingstuart,13.8,1.0,2.0,115.0,57.0,1980.0,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301.0,2016,10
Toorak,3,u,950000.0,S,hockingstuart,4.6,1.0,1.0,57.0,107.0,1960.0,Stonnington,-37.8371,145.012,Southern Metropolitan,7217.0,2017,3
Burwood,4,h,1890000.0,S,Ray,11.7,2.0,2.0,1145.0,111.0,1960.0,Whitehorse,-37.8538,145.127,Southern Metropolitan,5678.0,2016,3
Fairfield,2,u,600000.0,VB,Jellis,5.8,1.0,2.0,0.0,75.0,1970.0,Darebin,-37.7732,145.0193,Northern Metropolitan,2970.0,2016,11
Newport,3,h,880000.0,S,Sweeney,8.4,1.0,1.0,557.0,111.0,1950.0,Hobsons Bay,-37.834,144.8668,Western Metropolitan,5498.0,2016,7
Seddon,2,h,822500.0,SP,Biggin,6.6,2.0,1.0,228.0,111.0,1930.0,Maribyrnong,-37.8034,144.8855,Western Metropolitan,2417.0,2016,9
Hoppers Crossing,4,h,650000.0,SP,Triwest,18.4,2.0,2.0,680.0,205.0,1985.0,Wyndham,-37.86821,144.69566,Western Metropolitan,13830.0,2017,7
South Melbourne,3,h,2000000.0,S,Cayzer,2.1,2.0,1.0,161.0,141.0,1890.0,Port Phillip,-37.8383,144.9499,Southern Metropolitan,5943.0,2016,10
Surrey Hills,2,u,600000.0,VB,Noel,11.2,1.0,2.0,124.0,80.0,1985.0,Boroondara,-37.8159,145.0902,Southern Metropolitan,5457.0,2016,11
Hillside,4,h,700000.0,PI,Barry,18.0,2.0,4.0,788.0,236.0,1995.0,Melton,-37.68974,144.75225,Western Metropolitan,5556.0,2017,7
Yarra Glen,3,h,620000.0,SP,Buckingham,31.4,2.0,1.0,863.0,180.56,1975.0,Yarra Ranges,-37.653909999999996,145.37389,Northern Victoria,1160.0,2017,7
Hawthorn East,1,u,505000.0,SP,Noel,6.2,1.0,1.0,0.0,52.0,1960.0,Boroondara,-37.827420000000004,145.05324,Southern Metropolitan,6482.0,2017,12
Mulgrave,4,h,902000.0,S,Woodards,18.8,2.0,4.0,726.0,165.0,1960.0,Monash,-37.93058,145.16308,South-Eastern Metropolitan,7113.0,2017,6
Essendon,4,h,2165000.0,S,Nelson,7.5,2.0,3.0,951.0,238.0,1930.0,Moonee Valley,-37.74997000000001,144.90752,Western Metropolitan,9264.0,2017,12
Richmond,3,h,1650000.0,S,hockingstuart,2.6,2.0,1.0,312.0,141.0,1920.0,Yarra,-37.8217,145.007,Northern Metropolitan,14949.0,2016,4
Ormond,1,u,362000.0,SP,hockingstuart,11.8,1.0,1.0,0.0,44.0,2010.0,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578.0,2016,7
Sydenham,3,h,471000.0,S,YPA,18.0,2.0,1.0,338.0,114.0,2000.0,Brimbank,-37.705,144.75759,Western Metropolitan,3640.0,2017,6
Brighton East,5,h,3207000.0,S,hockingstuart,10.7,5.0,3.0,1561.0,272.0,1969.0,Bayside,-37.9102,145.0245,Southern Metropolitan,6938.0,2016,10
Reservoir,2,u,491000.0,S,Love,11.2,1.0,1.0,168.0,93.0,1970.0,Darebin,-37.7167,145.0001,Northern Metropolitan,21650.0,2016,10
Sunshine,4,h,670000.0,PI,Douglas,12.6,1.0,1.0,603.0,106.0,1950.0,Brimbank,-37.7945,144.8267,Western Metropolitan,3755.0,2017,3
Carnegie,2,h,675000.0,S,Gary,11.4,1.0,1.0,0.0,90.0,1968.0,Glen Eira,-37.8973,145.0625,Southern Metropolitan,7822.0,2016,4
Kew,4,h,2250000.0,S,Marshall,5.6,3.0,2.0,741.0,307.0,1890.0,Boroondara,-37.8043,145.0291,Southern Metropolitan,10331.0,2016,7
Ashburton,3,t,900000.0,S,Jellis,11.0,2.0,2.0,153.0,110.0,1990.0,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052.0,2016,11
Coburg,4,h,931000.0,SP,Brad,7.8,1.0,1.0,412.0,160.0,1920.0,Moreland,-37.7432,144.9768,Northern Metropolitan,11204.0,2016,5
Reservoir,3,h,882500.0,S,Barry,11.2,2.0,2.0,681.0,135.0,1940.0,Darebin,-37.7217,145.0163,Northern Metropolitan,21650.0,2016,7
Kingsville,3,h,860000.0,SP,Village,7.8,1.0,3.0,555.0,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808.0,2017,4
Sunshine,3,h,810000.0,VB,GL,10.5,1.0,2.0,459.0,114.0,1970.0,Brimbank,-37.78519,144.83651,Western Metropolitan,3755.0,2017,6
Keilor East,3,h,976000.0,S,Nelson,12.8,3.0,2.0,605.0,212.0,1980.0,Moonee Valley,-37.7459,144.8788,Western Metropolitan,5629.0,2016,12
Caulfield North,1,u,305000.0,SP,Gary,8.1,1.0,1.0,750.0,43.0,1965.0,Glen Eira,-37.8678,145.0197,Southern Metropolitan,6923.0,2017,8
Jacana,3,h,551000.0,S,YPA,14.5,1.0,0.0,610.0,121.0,1955.0,Hume,-37.6885,144.9092,Northern Metropolitan,851.0,2017,4
Footscray,2,h,1170000.0,S,Sweeney,6.4,1.0,1.0,184.0,103.0,1900.0,Maribyrnong,-37.7988,144.90200000000004,Western Metropolitan,7570.0,2016,10
Altona,3,u,730000.0,SP,Barlow,13.8,2.0,1.0,70.0,3.0,2014.0,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301.0,2016,5
Newport,3,h,1305000.0,S,Greg,8.4,1.0,0.0,357.0,112.0,1900.0,Hobsons Bay,-37.8459,144.8877,Western Metropolitan,5498.0,2016,10
Windsor,3,h,2302000.0,S,Marshall,5.1,1.0,4.0,440.0,144.0,1895.0,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380.0,2017,4
Richmond,2,h,270000.0,PI,Dingle,2.6,1.0,1.0,0.0,60.0,2004.0,Yarra,-37.8231,144.9906,Northern Metropolitan,14949.0,2016,8
Glen Iris,3,h,1456000.0,SP,Jellis,9.2,1.0,2.0,504.0,142.0,1920.0,Stonnington,-37.8541,145.0544,Southern Metropolitan,10412.0,2016,12
Brunswick,2,h,845500.0,S,Nelson,5.2,1.0,1.0,179.0,90.0,1890.0,Moreland,-37.7742,144.9542,Northern Metropolitan,11918.0,2016,7
Seaford,4,h,768000.0,S,Buxton,35.4,2.0,3.0,542.0,170.0,1970.0,Frankston,-38.11161,145.15011,South-Eastern Metropolitan,8077.0,2017,7
St Kilda,2,u,701000.0,SP,McGrath,5.0,1.0,0.0,0.0,107.0,1950.0,Port Phillip,-37.86257,144.99161,Southern Metropolitan,13240.0,2017,12
Reservoir,3,h,685000.0,S,Nelson,12.0,1.0,3.0,494.0,102.0,1960.0,Darebin,-37.71477,144.98235,Northern Metropolitan,21650.0,2017,6
Bentleigh East,4,h,1815000.0,S,hockingstuart,13.8,3.0,2.0,933.0,107.0,1960.0,Glen Eira,-37.91954000000001,145.07637,Southern Metropolitan,10969.0,2017,6
Prahran,3,t,1245000.0,PI,Marshall,4.5,2.0,1.0,128.0,134.0,2000.0,Stonnington,-37.8526,145.0071,Southern Metropolitan,7717.0,2016,6
Parkville,3,h,2790000.0,S,Collins,2.6,2.0,1.0,180.0,120.0,1890.0,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309.0,2017,5
Brighton,4,h,3050000.0,SP,Buxton,11.2,4.0,2.0,578.0,319.0,1995.0,Bayside,-37.8989,145.0008,Southern Metropolitan,10579.0,2017,2
Cremorne,2,h,1000000.0,S,hockingstuart,2.5,1.0,2.0,176.0,114.0,1920.0,Yarra,-37.8281,144.9923,Northern Metropolitan,1123.0,2016,4
Armadale,1,u,440000.0,SP,Jellis,6.3,1.0,1.0,0.0,53.0,1970.0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836.0,2017,3
Oakleigh,3,h,1033000.0,S,Buxton,14.0,1.0,2.0,548.0,115.0,1975.0,Monash,-37.8951,145.101,Southern Metropolitan,3224.0,2017,3
Fairfield,2,u,548000.0,SP,Nelson,5.8,1.0,1.0,0.0,68.0,2014.0,Yarra,-37.7845,145.0105,Northern Metropolitan,2970.0,2016,6
Elwood,3,t,1035000.0,S,Chisholm,7.2,2.0,2.0,0.0,111.0,2010.0,Port Phillip,-37.87472,144.98235,Southern Metropolitan,8989.0,2017,7
Brighton,4,h,2210000.0,SP,Marshall,10.5,2.0,1.0,396.0,175.0,1908.0,Bayside,-37.88779,144.99933000000001,Southern Metropolitan,10579.0,2017,12
Footscray,3,h,980000.0,S,GL,6.4,2.0,2.0,196.0,154.0,2006.0,Maribyrnong,-37.7987,144.9034,Western Metropolitan,7570.0,2016,7
Thomastown,3,h,740000.0,S,Harcourts,15.3,1.0,2.0,727.0,109.0,1952.0,Whittlesea,-37.67873,145.01878,Northern Metropolitan,7955.0,2017,5
Brunswick,2,h,765000.0,S,Nelson,5.2,1.0,1.0,199.0,120.0,1880.0,Moreland,-37.759,144.9597,Northern Metropolitan,11918.0,2016,5
Heidelberg West,3,h,726500.0,S,William,8.8,1.0,0.0,593.0,95.0,1950.0,Banyule,-37.7482,145.04073,Eastern Metropolitan,2674.0,2017,1
Carlton North,3,h,2950000.0,SP,Chambers,3.2,1.0,2.0,499.0,164.0,1910.0,Yarra,-37.7811,144.9715,Northern Metropolitan,3106.0,2016,7
Hawthorn,3,h,1741000.0,S,Marshall,4.6,1.0,1.0,383.0,109.0,1910.0,Boroondara,-37.8155,145.0385,Southern Metropolitan,11308.0,2016,10
Alphington,4,h,1717500.0,S,Collins,6.4,2.0,1.0,599.0,203.0,1925.0,Darebin,-37.7717,145.031,Northern Metropolitan,2211.0,2016,8
Camberwell,4,h,2030000.0,S,Jellis,7.8,2.0,2.0,686.0,210.0,1960.0,Boroondara,-37.8458,145.0611,Southern Metropolitan,8920.0,2016,5
Spotswood,1,u,380000.0,S,Jas,7.7,1.0,1.0,89.0,37.0,1980.0,Hobsons Bay,-37.8291,144.8848,Western Metropolitan,1223.0,2017,8
Viewbank,4,h,1010000.0,S,Miles,13.8,3.0,2.0,669.0,163.0,1960.0,Banyule,-37.7419,145.083,Eastern Metropolitan,2698.0,2016,3
Brunswick East,3,t,1010000.0,S,Nelson,4.5,2.0,1.0,0.0,133.0,2014.0,Moreland,-37.774,144.9731,Northern Metropolitan,5533.0,2016,4
Albion,2,u,420000.0,S,Bells,13.9,1.0,1.0,192.0,88.0,1970.0,Brimbank,-37.7832,144.8275,Western Metropolitan,2185.0,2017,5
Blackburn South,3,h,1291000.0,S,Barry,13.4,2.0,2.0,548.0,127.0,1970.0,Whitehorse,-37.84453,145.14446,Eastern Metropolitan,4387.0,2017,8
Malvern,1,u,365000.0,SP,hockingstuart,7.4,1.0,1.0,0.0,46.0,1960.0,Stonnington,-37.8691,145.0345,Southern Metropolitan,4675.0,2017,6
Hawthorn East,4,h,2450000.0,VB,Jellis,7.5,3.0,2.0,523.0,316.0,1955.0,Boroondara,-37.8319,145.0503,Southern Metropolitan,6482.0,2016,5
West Footscray,6,u,520000.0,SP,Sweeney,8.2,2.0,1.0,0.0,171.0,1970.0,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058.0,2016,7
Essendon,2,u,410000.0,VB,McDonald,7.5,1.0,1.0,0.0,67.0,1965.0,Moonee Valley,-37.75122,144.91805,Western Metropolitan,9264.0,2017,6
Elsternwick,3,t,850000.0,PI,Scott,8.5,2.0,2.0,108.0,142.0,2000.0,Glen Eira,-37.8861,145.0014,Southern Metropolitan,4898.0,2016,11
Bentleigh,2,u,410000.0,PI,hockingstuart,11.4,1.0,1.0,834.0,75.0,1967.0,Glen Eira,-37.916270000000004,145.03892,Southern Metropolitan,6795.0,2017,7
Carrum Downs,3,h,552500.0,S,O'Brien,34.9,2.0,2.0,779.0,147.0,1988.0,Frankston,-38.114709999999995,145.18248,South-Eastern Metropolitan,8060.0,2017,12
Bentleigh,3,h,1535000.0,S,Buxton,13.0,2.0,2.0,572.0,150.0,1930.0,Glen Eira,-37.9148,145.0404,Southern Metropolitan,6795.0,2016,8
Altona North,4,h,693000.0,SP,Raine&Horne,11.1,2.0,4.0,315.0,170.0,2008.0,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132.0,2016,5
Avondale Heights,4,h,950000.0,S,Moonee,10.5,3.0,3.0,761.0,281.0,1970.0,Moonee Valley,-37.7524,144.8714,Western Metropolitan,4502.0,2016,10
Hampton,2,t,1285000.0,S,Hodges,13.8,1.0,1.0,348.0,100.0,1992.0,Bayside,-37.93557,145.00463,Southern Metropolitan,5454.0,2017,6
Glenroy,3,u,590000.0,S,YPA,13.0,2.0,2.0,0.0,118.0,2009.0,Moreland,-37.7074,144.9266,Northern Metropolitan,8870.0,2017,4
Strathmore,4,h,1635000.0,S,Considine,9.7,2.0,3.0,0.0,297.0,1995.0,Moonee Valley,-37.7354,144.9128,Western Metropolitan,3284.0,2017,11
Reservoir,3,h,793000.0,S,Barry,11.2,1.0,2.0,589.0,128.0,1950.0,Darebin,-37.7195,144.9982,Northern Metropolitan,21650.0,2016,7
Malvern,4,h,3800000.0,S,Kay,7.4,3.0,2.0,587.0,392.0,2016.0,Stonnington,-37.8613,145.0393,Southern Metropolitan,4675.0,2016,8
Prahran,2,u,626000.0,S,hockingstuart,4.6,1.0,2.0,0.0,78.0,2000.0,Stonnington,-37.850590000000004,144.99188,Southern Metropolitan,7717.0,2017,12
Camberwell,2,u,683000.0,S,RT,7.8,1.0,1.0,146.0,86.0,1970.0,Boroondara,-37.8357,145.0697,Southern Metropolitan,8920.0,2016,4
Fitzroy,2,h,1122000.0,S,Nelson,1.6,1.0,0.0,106.0,101.0,1890.0,Yarra,-37.7968,144.9781,Northern Metropolitan,5825.0,2016,8
Glen Iris,1,u,291000.0,PI,hockingstuart,9.2,1.0,1.0,1097.0,38.0,1982.0,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412.0,2016,12
Alphington,3,h,865000.0,SP,hockingstuart,6.4,1.0,1.0,180.0,131.0,2010.0,Darebin,-37.7802,145.0243,Northern Metropolitan,2211.0,2016,5
South Melbourne,2,u,490000.0,S,Dingle,2.1,1.0,1.0,0.0,56.0,2013.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0,2016,7
South Yarra,2,u,535000.0,S,hockingstuart,3.3,1.0,1.0,0.0,64.0,1970.0,Stonnington,-37.8374,144.9918,Southern Metropolitan,14887.0,2017,4
Maidstone,3,t,670000.0,SP,Jas,6.4,2.0,2.0,159.0,128.0,2016.0,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873.0,2017,7
Balwyn,2,u,730000.0,S,hockingstuart,9.7,1.0,1.0,130.0,80.0,1960.0,Boroondara,-37.812,145.0876,Southern Metropolitan,5682.0,2016,8
Armadale,3,h,1939000.0,S,Jellis,6.3,2.0,2.0,296.0,150.0,1889.0,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836.0,2016,3
West Footscray,6,h,1020000.0,PI,Alexkarbon,8.2,3.0,2.0,554.0,199.0,1940.0,Maribyrnong,-37.8053,144.8681,Western Metropolitan,5058.0,2016,3
Kingsville,4,h,1275000.0,SP,Jas,7.8,2.0,1.0,274.0,172.0,1910.0,Maribyrnong,-37.8078,144.8825,Western Metropolitan,1808.0,2016,9
South Melbourne,3,h,2800000.0,VB,Greg,1.9,2.0,2.0,216.0,193.74,1860.0,Port Phillip,-37.83863,144.96208000000001,Southern Metropolitan,5943.0,2017,7
Doncaster East,3,h,1360000.0,S,Jellis,14.3,2.0,2.0,402.0,200.0,2007.0,Manningham,-37.79408,145.16352,Eastern Metropolitan,10999.0,2017,5
St Kilda,2,u,482000.0,S,McGrath,6.1,1.0,1.0,0.0,54.0,2004.0,Port Phillip,-37.857,144.9867,Southern Metropolitan,13240.0,2017,4
Glen Iris,1,u,452000.0,S,RT,9.2,1.0,1.0,63.0,52.0,1980.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412.0,2016,10
Eltham,3,h,805000.0,S,Barry,18.0,2.0,0.0,848.0,127.0,1979.0,Nillumbik,-37.70913,145.1647,Eastern Metropolitan,6990.0,2017,1
Maribyrnong,5,h,1150000.0,SP,Biggin,8.7,3.0,2.0,446.0,286.0,2002.0,Maribyrnong,-37.7712,144.8763,Western Metropolitan,4918.0,2016,10
Kew,3,t,835000.0,S,Hall,5.6,2.0,2.0,247.0,147.2,2007.0,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331.0,2017,5
Footscray,1,u,305000.0,S,Burnham,6.4,1.0,1.0,59.0,70.0,1965.0,Maribyrnong,-37.7903,144.8899,Western Metropolitan,7570.0,2016,9
Doncaster East,3,t,816000.0,S,Barry,14.3,1.0,2.0,0.0,121.0,2010.0,Manningham,-37.78738,145.16033000000004,Eastern Metropolitan,10999.0,2017,7
Carnegie,2,u,525000.0,SP,hockingstuart,11.4,1.0,2.0,0.0,67.0,2009.0,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822.0,2016,4
Port Melbourne,2,u,1100000.0,SP,Cayzer,3.8,2.0,1.0,0.0,110.0,2006.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648.0,2016,7
Seddon,3,h,970000.0,S,Jas,6.6,1.0,0.0,137.0,98.0,1890.0,Maribyrnong,-37.8078,144.8972,Western Metropolitan,2417.0,2016,3
Ormond,2,u,437500.0,S,Woodards,11.8,1.0,1.0,0.0,74.0,1970.0,Glen Eira,-37.9023,145.0461,Southern Metropolitan,3578.0,2017,8
Fitzroy,1,u,490000.0,S,hockingstuart,2.1,1.0,1.0,0.0,57.0,2013.0,Yarra,-37.80348,144.98256999999995,Northern Metropolitan,5825.0,2017,7
Pascoe Vale,3,h,880000.0,S,Nelson,9.9,2.0,2.0,588.0,106.0,1960.0,Moreland,-37.7283,144.9356,Northern Metropolitan,7485.0,2016,6
Viewbank,3,h,960000.0,S,Miles,13.8,2.0,2.0,656.0,183.0,1990.0,Banyule,-37.7322,145.0995,Eastern Metropolitan,2698.0,2016,3
West Footscray,2,u,420000.0,VB,Greg,8.2,1.0,1.0,781.0,82.0,2013.0,Maribyrnong,-37.8079,144.8684,Western Metropolitan,5058.0,2016,8
St Kilda,1,u,385000.0,PI,hockingstuart,6.1,1.0,1.0,0.0,53.0,2005.0,Port Phillip,-37.8614,144.9741,Southern Metropolitan,13240.0,2016,10
Oakleigh East,4,t,912000.0,S,Buxton,12.3,2.0,2.0,344.0,146.0,1997.0,Monash,-37.90822,145.12036,Southern Metropolitan,2547.0,2017,5
Aberfeldie,4,h,1646000.0,S,Rendina,9.1,3.0,2.0,757.0,157.0,1950.0,Moonee Valley,-37.7606,144.8909,Western Metropolitan,1543.0,2017,4
Box Hill,3,h,1400000.0,S,hockingstuart,13.1,2.0,1.0,643.0,159.0,1940.0,Whitehorse,-37.8285,145.1272,Eastern Metropolitan,4605.0,2016,10
Reservoir,3,u,450000.0,VB,hockingstuart,11.2,1.0,2.0,179.0,108.0,2002.0,Darebin,-37.7108,145.0289,Northern Metropolitan,21650.0,2016,5
Ascot Vale,2,h,1035000.0,S,Alexkarbon,4.3,1.0,1.0,319.0,117.0,1900.0,Moonee Valley,-37.772659999999995,144.9131,Western Metropolitan,6567.0,2017,7
Williamstown,4,h,2050000.0,S,Sweeney,8.0,2.0,2.0,648.0,285.0,2011.0,Hobsons Bay,-37.8601,144.8879,Western Metropolitan,6380.0,2016,5
Elwood,2,u,525000.0,S,Wilson,7.7,1.0,1.0,553.0,83.0,1960.0,Port Phillip,-37.8802,144.9942,Southern Metropolitan,8989.0,2016,3
Moorabbin,4,h,1200000.0,S,Buxton,14.6,2.0,1.0,696.0,214.0,1955.0,Kingston,-37.9398,145.0554,Southern Metropolitan,2555.0,2016,8
Doncaster,4,h,1100000.0,PI,Barry,13.9,3.0,2.0,661.0,170.0,1965.0,Manningham,-37.7905,145.1433,Eastern Metropolitan,9028.0,2017,5
Toorak,3,t,2650000.0,VB,Jellis,4.6,3.0,2.0,0.0,291.0,2000.0,Stonnington,-37.8428,145.0171,Southern Metropolitan,7217.0,2016,10
Kew,4,h,1750000.0,S,hockingstuart,5.6,3.0,2.0,641.0,230.0,2010.0,Boroondara,-37.7982,145.0281,Southern Metropolitan,10331.0,2016,11
Heidelberg Heights,5,h,890000.0,S,hockingstuart,10.5,2.0,2.0,596.0,172.0,1972.0,Banyule,-37.7487,145.0522,Eastern Metropolitan,2947.0,2016,4
Flemington,2,u,556000.0,S,Woodards,4.4,2.0,1.0,0.0,79.0,2009.0,Moonee Valley,-37.784,144.9356,Northern Metropolitan,3593.0,2016,7
Brighton,3,h,2050000.0,PI,hockingstuart,11.2,3.0,2.0,398.0,262.0,2012.0,Bayside,-37.899,144.9901,Southern Metropolitan,10579.0,2016,10
Bentleigh,3,u,875000.0,S,hockingstuart,13.0,1.0,2.0,348.0,121.0,1950.0,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795.0,2016,3
South Yarra,2,u,1300000.0,PI,Williams,3.3,2.0,1.0,0.0,107.0,1980.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887.0,2016,8
Hampton,4,h,1515000.0,S,hockingstuart,13.7,2.0,0.0,611.0,613.0,1950.0,Bayside,-37.9446,145.0201,Southern Metropolitan,5454.0,2016,11
Brunswick,2,h,1056000.0,S,Nelson,5.2,1.0,1.0,315.0,108.0,1910.0,Moreland,-37.757,144.9697,Northern Metropolitan,11918.0,2016,10
Bayswater,5,h,930000.0,S,Noel,23.2,2.0,2.0,992.0,198.0,1970.0,Knox,-37.84613,145.25606000000005,Eastern Metropolitan,5030.0,2017,3
Thornbury,3,t,998000.0,SP,Jellis,6.5,2.0,1.0,0.0,166.0,2001.0,Darebin,-37.7579,145.0,Northern Metropolitan,8870.0,2017,5
Port Melbourne,2,h,1101000.0,S,Cayzer,3.8,1.0,0.0,152.0,71.0,1910.0,Melbourne,-37.8393,144.9386,Southern Metropolitan,8648.0,2016,10
Murrumbeena,3,u,975000.0,S,Woodards,12.1,2.0,1.0,277.0,109.0,1975.0,Glen Eira,-37.8936,145.0709,Southern Metropolitan,4442.0,2016,7
Braybrook,3,t,441700.0,SP,Barry,10.8,2.0,1.0,145.0,107.0,2003.0,Maribyrnong,-37.7894,144.8463,Western Metropolitan,3589.0,2017,4
Brunswick,2,u,480000.0,VB,Brad,5.2,1.0,1.0,557.0,57.0,1960.0,Moreland,-37.7732,144.951,Northern Metropolitan,11918.0,2017,4
Pascoe Vale,3,t,590000.0,PI,Nelson,9.9,2.0,2.0,191.0,142.0,2000.0,Moreland,-37.7223,144.9315,Northern Metropolitan,7485.0,2016,10
Brunswick West,3,h,955000.0,S,hockingstuart,5.9,1.0,0.0,220.0,93.0,1930.0,Moreland,-37.7659,144.9494,Northern Metropolitan,7082.0,2016,7
Mill Park,4,h,865000.0,S,Ray,17.9,2.0,2.0,612.0,236.0,2013.0,Whittlesea,-37.65478,145.05199,Northern Metropolitan,10529.0,2017,6
Ivanhoe,3,h,1220000.0,S,Ray,7.9,1.0,1.0,687.0,110.0,1975.0,Banyule,-37.7634,145.0361,Eastern Metropolitan,5549.0,2017,11
Port Melbourne,3,h,2400000.0,S,Greg,3.8,2.0,2.0,368.0,226.0,1880.0,Port Phillip,-37.8323,144.9463,Southern Metropolitan,8648.0,2017,8
